basemesh,dst_type,setting,magnitude,JOD,METRO,FMPD,DAME,MSDM,MSDM2,RMS
BFA02,Noise_f2.00,close_flipped,ref,0,0,0,0,0,0,0
BFA02,Noise_f2.00,close_flipped,Noise_f2.00_a00.0740,0.284342819662362,8e-05,0.05555413,0.014350109,0.127075,0.297933,0.0064155
BFA02,Noise_f2.00,close_flipped,Noise_f2.00_a00.1233,-0.284342456212663,0.000133,0.10170415,0.023924596,0.153699,0.414548,0.0106745
BFA02,Noise_f2.00,close_flipped,Noise_f2.00_a00.1727,-1.67377114320218,0.000187,0.145516681,0.033513407,0.178393,0.493261,0.014919
BFA02,Noise_f2.00,close_flipped,Noise_f2.00_a00.2220,-2.77717741593381,0.00024,0.187684457,0.043120733,0.203046,0.550978,0.0191505
BFA02,Simp,close_flipped,ref,0,0,0,-1,-1,0,0
BFA02,Simp,close_flipped,Simp_p25.00,0.313286611229452,0.000389,0.050295419,-1,-1,0.277533,0.007612
BFA02,Simp,close_flipped,Simp_p12.50,-1.13852843940856,0.000638,0.134510801,-1,-1,0.389234,0.0178685
BFA02,Simp,close_flipped,Simp_p06.25,-2.00732383906794,0.001186,0.280886654,-1,-1,0.461635,0.037389
BFA02,Simp,close_flipped,Simp_p03.12,-3.97717723718772,0.001683,0.472079802,-1,-1,0.516693,0.075475
BFA02,Smooth,close_flipped,ref,0,0,0,0,0,0,0
BFA02,Smooth,close_flipped,Smooth_i02,-0.0140300562178552,0.001846,0.004113438,0.002978069,0.109017,0.06688,0.1156975
BFA02,Smooth,close_flipped,Smooth_i06,-0.724630552163713,0.004422,0.005040376,0.00582434,0.138151,0.118447,0.338456
BFA02,Smooth,close_flipped,Smooth_i12,-0.442539577376998,0.007758,0.005518335,0.008466132,0.16465,0.166102,0.6565885
BFA02,Smooth,close_flipped,Smooth_i20,-0.207213076259674,0.011636,0.005682044,0.010694408,0.193898,0.208892,1.0582985
BFA03,Noise_f0.01,close_flipped,ref,0,0,0,0,0,0,0
BFA03,Noise_f0.01,close_flipped,Noise_f0.01_a05.0000,-0.742512443982118,0.003707,0.000688493,0.005319618,0.125314,0.179766,0.5576305
BFA03,Noise_f0.01,close_flipped,Noise_f0.01_a08.3330,-0.600133530685775,0.006164,0.002152141,0.00887954,0.186677,0.27119,0.926178
BFA03,Noise_f0.01,close_flipped,Noise_f0.01_a11.6665,-1.68643587530916,0.008609,0.004537748,0.012456929,0.251098,0.339486,1.290696
BFA03,Noise_f0.01,close_flipped,Noise_f0.01_a15.0000,-2.69709241197761,0.01104,0.007496457,0.016056213,0.306998,0.388591,1.650117
BFA03,Noise_f0.06,close_flipped,ref,0,0,0,0,0,0,0
BFA03,Noise_f0.06,close_flipped,Noise_f0.06_a00.2100,-0.634354748897482,0.000212,0.006790292,0.004977845,0.077557,0.0888111,0.0239245
BFA03,Noise_f0.06,close_flipped,Noise_f0.06_a00.3500,-1.51996662894547,0.000353,0.017511107,0.008295906,0.098286,0.141068,0.039869
BFA03,Noise_f0.06,close_flipped,Noise_f0.06_a00.4900,-1.90640535284457,0.000494,0.029624886,0.0116145,0.118716,0.183409,0.055811
BFA03,Noise_f0.06,close_flipped,Noise_f0.06_a00.6300,-2.33853246440968,0.000636,0.041920041,0.01493337,0.13866,0.218401,0.0717515
BFA03,Noise_f0.34,close_flipped,ref,0,0,0,0,0,0,0
BFA03,Noise_f0.34,close_flipped,Noise_f0.34_a00.0675,-0.0507590028919088,7.5e-05,0.023027544,0.008725991,0.090698,0.167912,0.006508
BFA03,Noise_f0.34,close_flipped,Noise_f0.34_a00.1125,-2.29822468995583,0.000125,0.052195749,0.014543014,0.113357,0.252638,0.010841
BFA03,Noise_f0.34,close_flipped,Noise_f0.34_a00.1575,-2.50254072802771,0.000175,0.080432142,0.020361723,0.136102,0.319929,0.0151695
BFA03,Noise_f0.34,close_flipped,Noise_f0.34_a00.2025,-3.65211769572363,0.000225,0.108030159,0.02618169,0.15732,0.374878,0.019494
BFA03,Noise_f2.00,close_flipped,ref,0,0,0,0,0,0,0
BFA03,Noise_f2.00,close_flipped,Noise_f2.00_a00.0740,-0.0262132610209738,8.1e-05,0.053213297,0.014224456,0.126457,0.290559,0.006401
BFA03,Noise_f2.00,close_flipped,Noise_f2.00_a00.1233,-0.338401227606873,0.000135,0.097541439,0.023714108,0.152235,0.40776,0.010651
BFA03,Noise_f2.00,close_flipped,Noise_f2.00_a00.1727,-1.15106808418251,0.000189,0.140284001,0.033217285,0.178368,0.488035,0.0148855
BFA03,Noise_f2.00,close_flipped,Noise_f2.00_a00.2220,-3.00225869475467,0.000244,0.181878607,0.042738332,0.202829,0.546787,0.0191065
BFA03,Simp,close_flipped,ref,0,0,0,-1,-1,0,0
BFA03,Simp,close_flipped,Simp_p25.00,-0.436493542414228,0.00022,0.04904429,-1,-1,0.273358,0.007365
BFA03,Simp,close_flipped,Simp_p12.50,0.0645866197004249,0.000407,0.130237923,-1,-1,0.383812,0.0172965
BFA03,Simp,close_flipped,Simp_p06.25,-0.650913628772958,0.001155,0.273445652,-1,-1,0.460665,0.035679
BFA03,Simp,close_flipped,Simp_p03.12,-1.75088931695127,0.001711,0.462449355,-1,-1,0.517954,0.071404
BFA03,Smooth,close_flipped,ref,0,0,0,0,0,0,0
BFA03,Smooth,close_flipped,Smooth_i02,-0.062437331992988,0.001895,0.003931677,0.002799874,0.110726,0.0655988,0.111451
BFA03,Smooth,close_flipped,Smooth_i06,0.435230892142191,0.004541,0.004598512,0.005456565,0.138117,0.114365,0.3261575
BFA03,Smooth,close_flipped,Smooth_i12,0.121522422105453,0.007967,0.004914289,0.007966475,0.163458,0.159688,0.6326455
BFA03,Smooth,close_flipped,Smooth_i20,0.939027749731565,0.011948,0.005052437,0.010122691,0.192644,0.202631,1.019314
BFB01,Noise_f0.01,close_flipped,ref,0,0,0,0,0,0,0
BFB01,Noise_f0.01,close_flipped,Noise_f0.01_a05.0000,-0.250483252979924,0.003673,0.001131399,0.005637203,0.128241,0.18081,0.53423
BFB01,Noise_f0.01,close_flipped,Noise_f0.01_a08.3330,0.250483479331931,0.006108,0.003330525,0.009404455,0.186616,0.276374,0.8873775
BFB01,Noise_f0.01,close_flipped,Noise_f0.01_a11.6665,-0.0938777002727698,0.008532,0.006754811,0.013186501,0.249196,0.339732,1.236778
BFB01,Noise_f0.01,close_flipped,Noise_f0.01_a15.0000,-1.68694753973667,0.010943,0.011054797,0.01698854,0.30467,0.387716,1.582124
BFB01,Noise_f0.06,close_flipped,ref,0,0,0,0,0,0,0
BFB01,Noise_f0.06,close_flipped,Noise_f0.06_a00.2100,-0.567115249582502,0.000206,0.007698971,0.005126471,0.078507,0.0873736,0.023823
BFB01,Noise_f0.06,close_flipped,Noise_f0.06_a00.3500,-1.2154481861078,0.000344,0.019691763,0.00854441,0.09795,0.139462,0.0397075
BFB01,Noise_f0.06,close_flipped,Noise_f0.06_a00.4900,-1.88939354364509,0.000481,0.033028544,0.011963645,0.117644,0.181862,0.055584
BFB01,Noise_f0.06,close_flipped,Noise_f0.06_a00.6300,-3.91366306914079,0.000619,0.0463051,0.01538386,0.136998,0.216978,0.0714625
BFB01,Noise_f0.34,close_flipped,ref,0,0,0,0,0,0,0
BFB01,Noise_f0.34,close_flipped,Noise_f0.34_a00.0675,-0.192498025593355,6.9e-05,0.02334696,0.008839204,0.092226,0.164065,0.0064735
BFB01,Noise_f0.34,close_flipped,Noise_f0.34_a00.1125,-1.33640417402637,0.000115,0.053085788,0.014732173,0.113957,0.248464,0.010783
BFB01,Noise_f0.34,close_flipped,Noise_f0.34_a00.1575,-1.88973312312969,0.000161,0.082238526,0.020627211,0.135244,0.315797,0.015091
BFB01,Noise_f0.34,close_flipped,Noise_f0.34_a00.2025,-2.40420543547743,0.000207,0.110475523,0.026523971,0.155982,0.370952,0.0193945
BFB01,Noise_f2.00,close_flipped,ref,0,0,0,0,0,0,0
BFB01,Noise_f2.00,close_flipped,Noise_f2.00_a00.0740,0.478720742632047,8.4e-05,0.0538409,0.014497179,0.125693,0.28404,0.0063635
BFB01,Noise_f2.00,close_flipped,Noise_f2.00_a00.1233,-0.478720639390358,0.00014,0.099047249,0.024168889,0.152255,0.400453,0.010589
BFB01,Noise_f2.00,close_flipped,Noise_f2.00_a00.1727,-0.919747142082741,0.000196,0.142599857,0.033854111,0.1771,0.480404,0.0148
BFB01,Noise_f2.00,close_flipped,Noise_f2.00_a00.2220,-2.42338572654077,0.000252,0.184649015,0.043556684,0.201105,0.539223,0.0189965
BFB01,Simp,close_flipped,ref,0,0,0,-1,-1,0,0
BFB01,Simp,close_flipped,Simp_p25.00,-0.104594465509989,0.000526,0.052522714,-1,-1,0.277244,0.0076485
BFB01,Simp,close_flipped,Simp_p12.50,-0.618593096604394,0.000595,0.139120145,-1,-1,0.387026,0.0181745
BFB01,Simp,close_flipped,Simp_p06.25,-1.42070742982174,0.001165,0.291500574,-1,-1,0.463222,0.0383435
BFB01,Simp,close_flipped,Simp_p03.12,-3.3859342934121,0.002377,0.482773966,-1,-1,0.517451,0.076166
BFB01,Smooth,close_flipped,ref,0,0,0,0,0,0,0
BFB01,Smooth,close_flipped,Smooth_i02,0.476180223159074,0.001905,0.004288019,0.003066124,0.107977,0.0683751,0.1222505
BFB01,Smooth,close_flipped,Smooth_i06,-0.476180445841055,0.004564,0.005197809,0.005991487,0.135579,0.118616,0.3576355
BFB01,Smooth,close_flipped,Smooth_i12,-0.629183031721088,0.008008,0.005573717,0.008771886,0.162941,0.16363,0.693302
BFB01,Smooth,close_flipped,Smooth_i20,-0.782202463530637,0.012013,0.005720197,0.011178992,0.192397,0.206407,1.116065
BFB02,Noise_f0.01,close_flipped,ref,0,0,0,0,0,0,0
BFB02,Noise_f0.01,close_flipped,Noise_f0.01_a05.0000,0.00200222093771164,0.003779,0.000743882,0.00668474,0.12557,0.176627,0.522751
BFB02,Noise_f0.01,close_flipped,Noise_f0.01_a08.3330,-0.00200116213047826,0.006289,0.002993403,0.011163199,0.183971,0.258918,0.8686855
BFB02,Noise_f0.01,close_flipped,Noise_f0.01_a11.6665,-1.30870272443836,0.008792,0.006616979,0.015669243,0.246701,0.316667,1.2115265
BFB02,Noise_f0.01,close_flipped,Noise_f0.01_a15.0000,-2.95580857977415,0.011284,0.011178627,0.020209238,0.301633,0.36251,1.5512285
BFB02,Noise_f0.06,close_flipped,ref,0,0,0,0,0,0,0
BFB02,Noise_f0.06,close_flipped,Noise_f0.06_a00.2100,1.22438786695752,0.000193,0.006910579,0.00583716,0.075458,0.0889081,0.023169
BFB02,Noise_f0.06,close_flipped,Noise_f0.06_a00.3500,-0.646058488877188,0.000321,0.018727501,0.009729019,0.096698,0.141642,0.0386095
BFB02,Noise_f0.06,close_flipped,Noise_f0.06_a00.4900,-0.0439589521442195,0.00045,0.031599421,0.013622262,0.117776,0.184739,0.0540495
BFB02,Noise_f0.06,close_flipped,Noise_f0.06_a00.6300,-1.51134782826503,0.000578,0.044124294,0.017516671,0.138672,0.220711,0.069484
BFB02,Noise_f0.34,close_flipped,ref,0,0,0,0,0,0,0
BFB02,Noise_f0.34,close_flipped,Noise_f0.34_a00.0675,-1.2933911165689,6.6e-05,0.021656514,0.0097304,0.092421,0.164414,0.0064405
BFB02,Noise_f0.34,close_flipped,Noise_f0.34_a00.1125,-1.00976726704262,0.00011,0.049812562,0.016217217,0.117785,0.249225,0.010728
BFB02,Noise_f0.34,close_flipped,Noise_f0.34_a00.1575,-2.11863500849811,0.000155,0.077508987,0.022706038,0.142864,0.317026,0.015013
BFB02,Noise_f0.34,close_flipped,Noise_f0.34_a00.2025,-2.81964653563331,0.000199,0.104594758,0.029196344,0.165379,0.372673,0.019296
BFB02,Noise_f2.00,close_flipped,ref,0,0,0,0,0,0,0
BFB02,Noise_f2.00,close_flipped,Noise_f2.00_a00.0740,0.779195978854321,8.9e-05,0.05097002,0.015517084,0.123233,0.28258,0.0064105
BFB02,Noise_f2.00,close_flipped,Noise_f2.00_a00.1233,0.515627876258127,0.000148,0.092845646,0.025868193,0.151623,0.399151,0.0106675
BFB02,Noise_f2.00,close_flipped,Noise_f2.00_a00.1727,0.457090491860231,0.000208,0.133299516,0.036232815,0.178305,0.480072,0.0149115
BFB02,Noise_f2.00,close_flipped,Noise_f2.00_a00.2220,-0.444602812002641,0.000267,0.172909204,0.04661469,0.203949,0.539917,0.019143
BFB02,Simp,close_flipped,ref,0,0,0,-1,-1,0,0
BFB02,Simp,close_flipped,Simp_p25.00,-0.0867564066751647,0.000453,0.049272735,-1,-1,0.289859,0.007979
BFB02,Simp,close_flipped,Simp_p12.50,-1.42923547631267,0.000609,0.129466901,-1,-1,0.395005,0.0185515
BFB02,Simp,close_flipped,Simp_p06.25,-1.40948013687219,0.00083,0.274103475,-1,-1,0.46789,0.039075
BFB02,Simp,close_flipped,Simp_p03.12,-2.88060574939887,0.001777,0.461959842,-1,-1,0.520445,0.077723
BFB02,Smooth,close_flipped,ref,0,0,0,0,0,0,0
BFB02,Smooth,close_flipped,Smooth_i02,-0.532925516582647,0.001878,0.003582421,0.003284096,0.106371,0.0687821,0.119761
BFB02,Smooth,close_flipped,Smooth_i06,-0.724506865696822,0.0045,0.004170847,0.006326246,0.136369,0.119828,0.3506605
BFB02,Smooth,close_flipped,Smooth_i12,-1.50801885878682,0.007893,0.004478202,0.009152679,0.163366,0.165979,0.6811415
BFB02,Smooth,close_flipped,Smooth_i20,-0.857742733302455,0.011836,0.004515661,0.011516187,0.192982,0.207803,1.099583
BFB03,Noise_f0.01,close_flipped,ref,0,0,0,0,0,0,0
BFB03,Noise_f0.01,close_flipped,Noise_f0.01_a05.0000,-1.38108513450675,0.003553,0.002970929,0.006299804,0.12621,0.174308,0.53075
BFB03,Noise_f0.01,close_flipped,Noise_f0.01_a08.3330,-1.40929556145372,0.005903,0.007747389,0.010517585,0.188092,0.264724,0.881785
BFB03,Noise_f0.01,close_flipped,Noise_f0.01_a11.6665,-2.01204416554115,0.008239,0.012942473,0.014759204,0.253432,0.324777,1.2294645
BFB03,Noise_f0.01,close_flipped,Noise_f0.01_a15.0000,-3.04755979815927,0.010559,0.01883577,0.019032063,0.310014,0.370622,1.57355
BFB03,Noise_f0.06,close_flipped,ref,0,0,0,0,0,0,0
BFB03,Noise_f0.06,close_flipped,Noise_f0.06_a00.2100,0.314365485896088,0.000197,0.009320243,0.005443769,0.077303,0.0865926,0.023743
BFB03,Noise_f0.06,close_flipped,Noise_f0.06_a00.3500,-0.669489181247432,0.000328,0.022475093,0.009073111,0.097506,0.139097,0.039566
BFB03,Noise_f0.06,close_flipped,Noise_f0.06_a00.4900,-1.26571878260801,0.000459,0.036488147,0.012703664,0.118554,0.181728,0.0553935
BFB03,Noise_f0.06,close_flipped,Noise_f0.06_a00.6300,-1.43399005531086,0.00059,0.05003726,0.016335008,0.139024,0.216964,0.0712145
BFB03,Noise_f0.34,close_flipped,ref,0,0,0,0,0,0,0
BFB03,Noise_f0.34,close_flipped,Noise_f0.34_a00.0675,-0.281413337292839,7e-05,0.022610955,0.009030165,0.090702,0.167921,0.006414
BFB03,Noise_f0.34,close_flipped,Noise_f0.34_a00.1125,-0.11448535997492,0.000117,0.051922885,0.015050483,0.11476,0.253171,0.010685
BFB03,Noise_f0.34,close_flipped,Noise_f0.34_a00.1575,-0.333171631928687,0.000164,0.080696775,0.021072831,0.13827,0.321113,0.0149525
BFB03,Noise_f0.34,close_flipped,Noise_f0.34_a00.2025,-2.29079836619513,0.00021,0.108713409,0.027096896,0.160944,0.376758,0.019216
BFB03,Noise_f2.00,close_flipped,ref,0,0,0,0,0,0,0
BFB03,Noise_f2.00,close_flipped,Noise_f2.00_a00.0740,-0.911712801557462,8.1e-05,0.052620933,0.01468449,0.125802,0.29809,0.0063565
BFB03,Noise_f2.00,close_flipped,Noise_f2.00_a00.1233,-1.07040930089541,0.000135,0.096724094,0.024480153,0.152613,0.415464,0.0105765
BFB03,Noise_f2.00,close_flipped,Noise_f2.00_a00.1727,-1.9089066452168,0.000189,0.139204291,0.034289077,0.179866,0.495274,0.0147835
BFB03,Noise_f2.00,close_flipped,Noise_f2.00_a00.2220,-2.57052794606175,0.000243,0.180256867,0.044115676,0.206688,0.554049,0.0189755
BFB03,Simp,close_flipped,ref,0,0,0,-1,-1,0,0
BFB03,Simp,close_flipped,Simp_p25.00,0.687572946264999,0.000445,0.047127075,-1,-1,0.282936,0.0073915
BFB03,Simp,close_flipped,Simp_p12.50,-1.0273958315007,0.000779,0.124326406,-1,-1,0.387621,0.0175185
BFB03,Simp,close_flipped,Simp_p06.25,-1.9425792400008,0.001287,0.265366711,-1,-1,0.459933,0.0371275
BFB03,Simp,close_flipped,Simp_p03.12,-2.59023429868644,0.001633,0.450826698,-1,-1,0.512001,0.0747955
BFB03,Smooth,close_flipped,ref,0,0,0,0,0,0,0
BFB03,Smooth,close_flipped,Smooth_i02,-0.337726018233922,0.001814,0.003560869,0.003259101,0.108381,0.0702086,0.1423435
BFB03,Smooth,close_flipped,Smooth_i06,-0.211348886610124,0.004347,0.00428462,0.006401788,0.137787,0.121812,0.4168345
BFB03,Smooth,close_flipped,Smooth_i12,-0.686819098504023,0.007768,0.004608246,0.009315347,0.164838,0.167196,0.8087975
BFB03,Smooth,close_flipped,Smooth_i20,-0.508631179851694,0.012246,0.004644918,0.011731672,0.19462,0.207763,1.3030345
BFB04,Noise_f0.01,close_flipped,ref,0,0,0,0,0,0,0
BFB04,Noise_f0.01,close_flipped,Noise_f0.01_a05.0000,-1.40667065581609,0.003652,0.000907553,0.00523121,0.128448,0.182777,0.5407955
BFB04,Noise_f0.01,close_flipped,Noise_f0.01_a08.3330,-1.90567240444546,0.006069,0.002361214,0.008731591,0.191915,0.271364,0.89854
BFB04,Noise_f0.01,close_flipped,Noise_f0.01_a11.6665,-2.70769444883401,0.008472,0.004991842,0.012249055,0.25535,0.327834,1.2530125
BFB04,Noise_f0.01,close_flipped,Noise_f0.01_a15.0000,-4.69060480973565,0.01086,0.008235673,0.015788657,0.308924,0.37592,1.603216
BFB04,Noise_f0.06,close_flipped,ref,0,0,0,0,0,0,0
BFB04,Noise_f0.06,close_flipped,Noise_f0.06_a00.2100,-0.147279649651271,0.00021,0.00646207,0.004868065,0.076245,0.0863717,0.024117
BFB04,Noise_f0.06,close_flipped,Noise_f0.06_a00.3500,-0.651928274554009,0.000351,0.017835029,0.008113256,0.096061,0.138168,0.040188
BFB04,Noise_f0.06,close_flipped,Noise_f0.06_a00.4900,-1.46167518470001,0.000491,0.030545041,0.011359318,0.115244,0.18041,0.0562595
BFB04,Noise_f0.06,close_flipped,Noise_f0.06_a00.6300,-3.46680110299092,0.000631,0.043275423,0.014605849,0.134583,0.215514,0.0723265
BFB04,Noise_f0.34,close_flipped,ref,0,0,0,0,0,0,0
BFB04,Noise_f0.34,close_flipped,Noise_f0.34_a00.0675,-1.13943973230774,8.2e-05,0.023457576,0.008598822,0.090891,0.164731,0.006469
BFB04,Noise_f0.34,close_flipped,Noise_f0.34_a00.1125,-1.13430653707574,0.000137,0.053318147,0.014331616,0.113641,0.249771,0.010775
BFB04,Noise_f0.34,close_flipped,Noise_f0.34_a00.1575,-2.28385730162615,0.000192,0.082113422,0.020066373,0.135837,0.317005,0.015077
BFB04,Noise_f0.34,close_flipped,Noise_f0.34_a00.2025,-3.31376798209175,0.000246,0.11006646,0.02580278,0.157158,0.371637,0.0193785
BFB04,Noise_f2.00,close_flipped,ref,0,0,0,0,0,0,0
BFB04,Noise_f2.00,close_flipped,Noise_f2.00_a00.0740,-0.505310520887655,7.8e-05,0.056570476,0.014191557,0.126602,0.28592,0.0063795
BFB04,Noise_f2.00,close_flipped,Noise_f2.00_a00.1233,-1.98917046773717,0.000129,0.102725672,0.0236592,0.152537,0.402406,0.010614
BFB04,Noise_f2.00,close_flipped,Noise_f2.00_a00.1727,-2.17544932921535,0.000181,0.146675088,0.033140333,0.177199,0.482741,0.0148355
BFB04,Noise_f2.00,close_flipped,Noise_f2.00_a00.2220,-3.64620555192896,0.000232,0.189089913,0.042639175,0.201069,0.541589,0.0190435
BFB04,Simp,close_flipped,ref,0,0,0,-1,-1,0,0
BFB04,Simp,close_flipped,Simp_p25.00,0.257700817374527,0.000299,0.051314204,-1,-1,0.278407,0.007507
BFB04,Simp,close_flipped,Simp_p12.50,-0.806922591653229,0.000986,0.133538465,-1,-1,0.388599,0.017589
BFB04,Simp,close_flipped,Simp_p06.25,-0.360732323200422,0.001165,0.275556568,-1,-1,0.463819,0.0368525
BFB04,Simp,close_flipped,Simp_p03.12,-1.76563902390262,0.001388,0.463021294,-1,-1,0.51465,0.0726055
BFB04,Smooth,close_flipped,ref,0,0,0,0,0,0,0
BFB04,Smooth,close_flipped,Smooth_i02,-0.226708768481907,0.001843,0.003736605,0.002783658,0.107854,0.0684771,0.113971
BFB04,Smooth,close_flipped,Smooth_i06,0.226709452510834,0.004416,0.004350353,0.005419287,0.136949,0.117011,0.333548
BFB04,Smooth,close_flipped,Smooth_i12,0.187964496760629,0.007748,0.004699659,0.007915133,0.163095,0.160956,0.6470085
BFB04,Smooth,close_flipped,Smooth_i20,0.212312057490461,0.011619,0.004826159,0.010049959,0.191878,0.202488,1.0425395
BFB05,Noise_f0.01,close_flipped,ref,0,0,0,0,0,0,0
BFB05,Noise_f0.01,close_flipped,Noise_f0.01_a05.0000,0.236728297931598,0.003568,0.002592487,0.006034601,0.12634,0.180513,0.5432415
BFB05,Noise_f0.01,close_flipped,Noise_f0.01_a08.3330,-0.23672782824852,0.005939,0.006124795,0.010076789,0.190501,0.271949,0.9026825
BFB05,Noise_f0.01,close_flipped,Noise_f0.01_a11.6665,-1.01354346874311,0.008304,0.010813521,0.014142056,0.255584,0.33063,1.258707
